Player_ID,Name,Team,Captain,Keeper,Overseas,Role,Batting Style,Bowling Style,Nationality,DOB
3,Asha Shobana,RCBW,N,N,N,All Rounder,Right Handed,Leg break,Indian,1991-03-16
4,Dane Van Niekerk,RCBW,N,N,Y,All Rounder,Right Handed,Leg break,South African,1993-05-14
5,Ellyse Perry,RCBW,N,N,Y,All Rounder,Right Handed,Right-arm fast medium,Australian,1990-11-03
6,Erin Burns,RCBW,N,N,Y,All Rounder,Right Handed,Off break,Australian,1988-06-22
7,Heather Knight,RCBW,N,N,Y,All Rounder,Right Handed,Off break,England,1990-12-26
8,Kanika Ahuja,RCBW,N,N,N,All Rounder,Left Handed,Off break,Indian,2002-08-07
9,Poonam Khemnar,RCBW,N,N,N,All Rounder,Right Handed,Leg break,Indian,1994-05-09
10,Shreyanka Patil,RCBW,N,N,N,All Rounder,Right Handed,Off break,Indian,2002-07-31
11,Sophie Devine,RCBW,N,N,Y,All Rounder,Right-arm medium,Right-arm medium,New Zealander,1989-09-01
12,Indrani Roy,RCBW,N,N,N,Wicket Keeper,Right Handed,Right-arm medium fast,Indian,1997-09-05
13,Richa Ghosh,RCBW,N,Y,N,Wicket Keeper,Right Handed,Right-arm medium,Indian,2003-09-28
14,Komal Zanzad,RCBW,N,N,N,Bowler,Right Handed,Left-arm medium fast,Indian,1991-10-07
15,Megan Schutt,RCBW,N,N,Y,Bowler,Right Handed,Right-arm medium fast,Australian,1993-01-15
16,Preeti Bose,RCBW,N,N,N,Bowler,Right Handed,Slow left-arm orthodox,Indian,1992-04-20
17,Renuka Singh,RCBW,N,N,N,Bowler,Right Handed,Right-arm fast medium,Indian,1996-01-02
18,Sahana Pawar,RCBW,N,N,N,Bowler,Right Handed,Slow left-arm orthodox,Indian,1996-11-20
1,Kiran Navgire,UPW,N,N,N,Batter,Right Handed,Off break,Indian,1994-09-18
2,Shweta Sehrawat,UPW,N,N,N,Batter,Right Handed,Off Spin,Indian,2004-02-26
3,Simran Shaikh,UPW,N,N,N,Batter,Right Handed,,Indian,2002-01-12
4,Deepti Sharma,UPW,N,N,N,All Rounder,Left Handed,Off break,Indian,1997-08-24
5,Devika Vaidya,UPW,N,N,N,All Rounder,Left Handed,Leg break googly,Indian,1997-08-13
6,Grace Harris,UPW,N,N,Y,All Rounder,Right Handed,Off break,Australian,1993-09-18
7,Parshavi Chopra,UPW,N,N,N,All Rounder,Right Handed,Leg spin,Indian,2006-05-10
8,S Yashasri,UPW,N,N,N,All Rounder,Right Handed,Right-arm medium,Indian,2003-09-04
9,Sophie Ecclestone,UPW,N,N,Y,All Rounder,Right Handed,Slow left-arm orthodox,England,1999-05-06
10,Tahlia Mcgrath,UPW,N,N,Y,All Rounder,Right Handed,Right-arm medium fast,Australian,1995-11-10
11,Alyssa Healy,UPW,Y,Y,Y,Wicket Keeper,Right Handed,,Australian,1990-03-24
12,Laxmi Yadav,UPW,N,N,N,Wicket Keeper,Right Handed,Right-arm medium,Indian,1997-10-22
13,Anjali Sarvani,UPW,N,N,N,Bowler,Left Handed,Left-arm medium fast,Indian,1997-08-28
14,Lauren Bell,UPW,N,N,Y,Bowler,Right Handed,Right-arm fast medium,England,2001-01-02
15,Rajeshwari Gayakwad,UPW,N,N,N,Bowler,Right Handed,Slow left-arm orthodox,Indian,1991-06-01
16,Shabnim Ismail,UPW,N,N,Y,Bowler,Left Handed,Right-arm fast medium,South African,1988-10-01
